b_number,gene_name,solubility_pct,label,sequence_length,molecular_weight,isoelectric_point,gravy,aromaticity,instability_index,net_charge_at_ph7,fraction_charged,fraction_positive,fraction_negative,helix_fraction,turn_fraction,sheet_fraction,aa_pct_A,aa_pct_C,aa_pct_D,aa_pct_E,aa_pct_F,aa_pct_G,aa_pct_H,aa_pct_I,aa_pct_K,aa_pct_L,aa_pct_M,aa_pct_N,aa_pct_P,aa_pct_Q,aa_pct_R,aa_pct_S,aa_pct_T,aa_pct_V,aa_pct_W,aa_pct_Y
b4412,hokC,32,Insoluble,50,5501.5109999999995,6.708046913146972,0.682,0.04,31.308,0,0.2,0.1,0.1,0.38,0.06,0.46,14.0,4.0,2.0,8.0,2.0,2.0,4.0,10.0,6.0,6.0,4.0,0.0,0.0,4.0,4.0,2.0,10.0,16.0,0.0,2.0
b0020,nhaR,13,Insoluble,301,34284.0399,5.641917991638183,-0.11627906976744189,0.10299003322259137,52.63624584717607,-8,0.22591362126245848,0.09966777408637874,0.12624584717607973,0.3488372093023256,0.24584717607973422,0.36877076411960136,7.641196013289036,1.9933554817275747,3.9867109634551494,8.637873754152825,4.983388704318937,5.980066445182724,2.990033222591362,5.3156146179401995,3.9867109634551494,10.96345514950166,3.654485049833887,3.9867109634551494,4.318936877076412,3.654485049833887,5.980066445182724,6.312292358803987,3.3222591362126246,6.976744186046512,0.9966777408637874,4.318936877076412
b0023,rpsT,103,Soluble,87,9684.2814,11.182444190979005,-0.7045977011494252,0.034482758620689655,59.717241379310316,16,0.2988505747126437,0.2413793103448276,0.05747126436781609,0.4942528735632184,0.1724137931034483,0.1954022988505747,21.839080459770116,0.0,2.2988505747126435,3.4482758620689653,2.2988505747126435,2.2988505747126435,3.4482758620689653,8.045977011494253,16.091954022988507,3.4482758620689653,4.597701149425287,6.896551724137931,1.1494252873563218,5.747126436781609,8.045977011494253,4.597701149425287,2.2988505747126435,2.2988505747126435,0.0,1.1494252873563218
b0025,ribF,42,Insoluble,313,34733.8411,9.336198616027833,-0.06677316293929714,0.07028753993610223,38.92619808306709,7,0.24600638977635783,0.134185303514377,0.11182108626198083,0.34185303514376997,0.23961661341853036,0.3738019169329074,8.945686900958467,1.2779552715654952,5.111821086261981,6.0702875399361025,5.431309904153355,9.26517571884984,2.5559105431309903,4.15335463258786,4.15335463258786,13.418530351437699,1.597444089456869,2.5559105431309903,4.15335463258786,4.792332268370607,9.26517571884984,2.8753993610223643,4.472843450479234,8.30670926517572,0.0,1.597444089456869
b0027,lspA,6,Insoluble,164,18156.095699999998,8.619696998596194,0.6737804878048781,0.14634146341463417,49.55920731707316,2,0.12195121951219512,0.06707317073170732,0.054878048780487805,0.30487804878048785,0.2621951219512195,0.46951219512195125,10.975609756097562,1.2195121951219512,4.878048780487805,0.6097560975609756,7.317073170731708,9.146341463414634,1.829268292682927,8.536585365853659,3.048780487804878,13.414634146341463,2.4390243902439024,4.2682926829268295,1.829268292682927,3.048780487804878,3.658536585365854,6.097560975609756,3.048780487804878,7.317073170731708,3.658536585365854,3.658536585365854
b0028,fkpB,110,Soluble,149,16080.815599999998,4.299835777282715,-0.09530201342281883,0.06711409395973154,41.3718120805369,-16,0.22818791946308725,0.06040268456375839,0.16778523489932887,0.33557046979865773,0.33557046979865773,0.348993288590604,8.053691275167786,0.0,8.053691275167786,8.724832214765101,6.040268456375839,8.724832214765101,2.684563758389262,5.369127516778524,2.684563758389262,10.738255033557047,3.3557046979865772,3.3557046979865772,5.369127516778524,2.684563758389262,3.3557046979865772,8.053691275167786,6.040268456375839,6.040268456375839,0.0,0.6711409395973155
b0029,ispH,75,Soluble,316,34774.1472,5.1960161209106435,-0.17278481012658228,0.05063291139240507,31.128164556962037,-11,0.2689873417721519,0.11708860759493671,0.1518987341772152,0.3227848101265823,0.2626582278481013,0.3449367088607595,9.49367088607595,1.2658227848101267,6.012658227848101,9.177215189873417,2.5316455696202533,6.962025316455696,1.8987341772151898,6.6455696202531644,4.430379746835443,7.2784810126582276,1.8987341772151898,3.7974683544303796,3.7974683544303796,3.7974683544303796,7.2784810126582276,5.69620253164557,3.7974683544303796,11.708860759493671,0.6329113924050633,1.8987341772151898
b0030,rihC,57,Soluble,304,32560.414299999997,5.2300626754760735,0.2894736842105263,0.0625,36.25592105263158,-8,0.17105263157894737,0.07236842105263158,0.09868421052631579,0.34210526315789475,0.2730263157894737,0.3717105263157895,12.828947368421053,2.6315789473684212,5.592105263157895,4.276315789473684,3.9473684210526314,7.2368421052631575,1.9736842105263157,5.592105263157895,2.3026315789473686,11.842105263157896,2.960526315789474,3.6184210526315788,6.578947368421052,3.6184210526315788,4.934210526315789,4.276315789473684,5.592105263157895,7.894736842105263,0.9868421052631579,1.3157894736842106
b0031,dapB,94,Soluble,273,28756.2878,5.445993995666503,0.0194139194139194,0.05128205128205127,21.999999999999986,-10,0.23443223443223443,0.0989010989010989,0.13553113553113552,0.36996336996337,0.2783882783882784,0.31868131868131866,14.652014652014651,0.7326007326007326,7.6923076923076925,5.86080586080586,4.029304029304029,11.72161172161172,3.663003663003663,5.86080586080586,4.395604395604396,8.791208791208792,3.2967032967032965,2.5641025641025643,1.098901098901099,2.197802197802198,5.4945054945054945,4.761904761904762,5.128205128205129,6.95970695970696,0.3663003663003663,0.7326007326007326
b0032,carA,60,Soluble,382,41430.5103,5.913381004333496,-0.19895287958115188,0.06806282722513089,30.915183246073298,-9,0.21204188481675393,0.09424083769633508,0.11780104712041885,0.3193717277486911,0.2931937172774869,0.35340314136125656,10.209424083769633,1.0471204188481675,6.544502617801047,5.2356020942408374,4.18848167539267,8.638743455497382,3.926701570680628,6.020942408376963,5.2356020942408374,9.424083769633508,1.8324607329842932,4.18848167539267,5.2356020942408374,3.6649214659685865,4.18848167539267,4.712041884816754,7.0680628272251305,6.020942408376963,0.5235602094240838,2.094240837696335
b0034,caiF,63,Soluble,131,15436.0077,8.96170177459717,-0.3198473282442748,0.061068702290076333,39.56641221374045,4,0.2900763358778626,0.16030534351145037,0.1297709923664122,0.366412213740458,0.19083969465648853,0.35877862595419846,4.580152671755725,3.053435114503817,2.2900763358778624,10.687022900763358,0.7633587786259542,3.053435114503817,1.5267175572519085,8.396946564885496,6.870229007633588,9.16030534351145,5.343511450381679,4.580152671755725,3.816793893129771,3.816793893129771,9.16030534351145,5.343511450381679,3.816793893129771,8.396946564885496,2.2900763358778624,3.053435114503817
b0035,caiE,19,Insoluble,196,21244.1457,6.288688850402832,-0.022959183673469403,0.05612244897959184,35.09489795918367,-3,0.1989795918367347,0.09183673469387756,0.10714285714285714,0.27040816326530615,0.29081632653061223,0.3520408163265306,7.653061224489796,2.0408163265306123,5.612244897959184,5.1020408163265305,2.0408163265306123,12.244897959183673,4.591836734693878,7.142857142857143,2.5510204081632653,8.16326530612245,3.5714285714285716,3.061224489795918,4.081632653061225,3.5714285714285716,6.63265306122449,4.081632653061225,4.591836734693878,9.693877551020408,0.5102040816326531,3.061224489795918
b0036,caiD,15,Insoluble,261,28189.895399999998,4.921767997741698,0.007662835249042128,0.08045977011494253,41.023371647509556,-10,0.23754789272030652,0.09961685823754789,0.13793103448275862,0.38697318007662834,0.28735632183908044,0.3333333333333333,13.793103448275861,0.3831417624521073,5.363984674329502,8.42911877394636,4.980842911877395,8.812260536398467,1.1494252873563218,6.130268199233717,4.21455938697318,9.578544061302683,2.681992337164751,3.8314176245210727,5.747126436781609,1.5325670498084292,5.747126436781609,4.980842911877395,3.0651340996168583,6.513409961685824,1.1494252873563218,1.9157088122605364
b0038,caiB,55,Soluble,405,45126.2532,5.129514503479004,-0.17135802469135805,0.10123456790123457,37.19086419753087,-15,0.20987654320987653,0.08641975308641975,0.12345679012345678,0.3432098765432099,0.26666666666666666,0.35555555555555557,9.135802469135802,1.728395061728395,4.444444444444445,7.901234567901234,4.197530864197531,8.88888888888889,2.2222222222222223,7.160493827160494,4.938271604938271,8.148148148148149,4.197530864197531,3.950617283950617,5.925925925925926,3.950617283950617,3.7037037037037037,3.45679012345679,5.432098765432099,4.691358024691358,1.728395061728395,4.197530864197531
b0039,caiA,41,Insoluble,380,42557.9488,5.08125820159912,-0.23578947368421055,0.11052631578947368,20.53947368421053,-11,0.25,0.11052631578947368,0.1394736842105263,0.3394736842105263,0.2710526315789474,0.3447368421052631,9.473684210526315,1.8421052631578947,6.578947368421052,7.368421052631579,5.7894736842105265,9.210526315789474,1.0526315789473684,4.7368421052631575,5.0,7.631578947368421,4.473684210526316,4.2105263157894735,2.3684210526315788,3.1578947368421053,6.052631578947368,4.7368421052631575,5.0,6.052631578947368,1.5789473684210527,3.6842105263157894
b0041,fixA,78,Soluble,256,27143.4365,4.4623384475708,-0.019140625,0.0390625,35.276562500000004,-14,0.2265625,0.0859375,0.140625,0.375,0.265625,0.32421875,15.234375,1.5625,7.03125,7.03125,1.953125,5.859375,0.0,8.203125,5.859375,8.59375,0.78125,3.515625,3.90625,7.8125,2.734375,6.25,3.90625,7.8125,0.78125,1.171875
b0042,fixB,53,Soluble,313,33512.766599999995,6.601985359191895,-0.08498402555910543,0.05750798722044728,20.92396166134184,-1,0.19488817891373802,0.09584664536741214,0.09904153354632587,0.34824281150159747,0.2747603833865815,0.33865814696485624,14.37699680511182,0.6389776357827476,5.431309904153355,4.472843450479234,1.9169329073482428,7.987220447284345,1.9169329073482428,6.0702875399361025,4.792332268370607,8.626198083067093,2.5559105431309903,5.111821086261981,3.5143769968051117,5.111821086261981,4.792332268370607,5.431309904153355,5.7507987220447285,7.667731629392971,1.2779552715654952,2.5559105431309903
b0043,fixC,36,Insoluble,428,45702.306899999996,5.651466941833497,0.05584112149532709,0.053738317757009345,31.71612149532711,-9,0.2266355140186916,0.102803738317757,0.12383177570093458,0.38551401869158874,0.2850467289719626,0.3317757009345794,11.214953271028037,0.9345794392523364,6.074766355140187,6.308411214953271,3.2710280373831777,10.514018691588785,2.336448598130841,5.373831775700935,6.074766355140187,10.74766355140187,4.205607476635514,2.803738317757009,3.7383177570093458,3.0373831775700935,4.205607476635514,5.373831775700935,3.5046728971962615,8.177570093457945,0.2336448598130841,1.8691588785046729
b0044,fixX,83,Soluble,95,10478.8198,5.2674058914184565,-0.22947368421052633,0.09473684210526316,44.77368421052629,-3,0.2631578947368421,0.11578947368421053,0.14736842105263157,0.32631578947368417,0.28421052631578947,0.34736842105263155,7.368421052631579,4.2105263157894735,7.368421052631579,7.368421052631579,4.2105263157894735,10.526315789473685,2.1052631578947367,2.1052631578947367,7.368421052631579,9.473684210526315,1.0526315789473684,3.1578947368421053,4.2105263157894735,3.1578947368421053,4.2105263157894735,3.1578947368421053,3.1578947368421053,10.526315789473685,1.0526315789473684,4.2105263157894735
b0046,kefF,34,Insoluble,176,20169.7397,6.06394748687744,-0.22784090909090915,0.11931818181818182,41.753409090909074,-7,0.16477272727272727,0.0625,0.10227272727272728,0.3181818181818182,0.23295454545454544,0.3693181818181818,9.090909090909092,1.7045454545454546,3.977272727272727,6.25,3.409090909090909,7.954545454545454,8.522727272727273,6.818181818181818,2.840909090909091,11.363636363636363,2.272727272727273,1.7045454545454546,5.681818181818182,5.681818181818182,3.409090909090909,3.977272727272727,3.977272727272727,2.840909090909091,3.977272727272727,4.545454545454546
b0048,folA,81,Soluble,159,17999.167,4.839180946350097,-0.2943396226415095,0.09433962264150943,42.60251572327043,-10,0.25157232704402516,0.09433962264150944,0.15723270440251572,0.29559748427672955,0.3018867924528302,0.34591194968553457,8.176100628930818,1.2578616352201257,8.176100628930818,7.547169811320755,3.7735849056603774,6.289308176100629,3.1446540880503147,7.547169811320755,3.7735849056603774,6.918238993710692,3.1446540880503147,3.7735849056603774,6.289308176100629,2.5157232704402515,5.660377358490566,5.660377358490566,3.7735849056603774,6.918238993710692,3.1446540880503147,2.5157232704402515
b0049,apaH,27,Insoluble,280,31296.347999999998,5.204769325256346,-0.24571428571428575,0.1,43.95821428571429,-10,0.2357142857142857,0.1,0.1357142857142857,0.35000000000000003,0.3,0.35714285714285715,8.571428571428571,2.142857142857143,7.142857142857143,6.428571428571429,3.9285714285714284,8.214285714285714,2.5,3.2142857142857144,4.642857142857143,13.214285714285714,2.142857142857143,2.857142857142857,6.785714285714286,2.5,5.357142857142857,5.0,4.642857142857143,4.642857142857143,2.857142857142857,3.2142857142857144
b0050,apaG,67,Soluble,125,13866.589600000001,4.716408729553222,-0.04480000000000001,0.088,38.24479999999999,-6,0.16,0.056,0.104,0.216,0.28800000000000003,0.41600000000000004,4.8,0.8,2.4,8.0,2.4,9.6,1.6,9.6,0.0,6.4,2.4,4.8,7.2,6.4,5.6,4.8,6.4,10.4,0.8,5.6
b0052,pdxA,95,Soluble,329,35113.36,5.869103431701659,0.19209726443768996,0.04559270516717325,34.86018237082067,-7,0.17325227963525835,0.07598784194528875,0.0972644376899696,0.3525835866261398,0.2553191489361702,0.3951367781155015,11.246200607902736,1.21580547112462,4.25531914893617,5.47112462006079,2.735562310030395,9.118541033434651,3.3434650455927053,5.775075987841945,3.0395136778115504,13.069908814589665,2.43161094224924,3.6474164133738602,6.990881458966565,3.6474164133738602,4.5592705167173255,1.5197568389057752,7.90273556231003,8.206686930091186,0.303951367781155,1.5197568389057752
b0053,surA,86,Soluble,428,47283.1738,6.477735328674316,-0.3824766355140187,0.04672897196261682,38.662149532710266,-2,0.22897196261682243,0.11214953271028037,0.11682242990654206,0.3411214953271028,0.2850467289719626,0.3037383177570094,11.214953271028037,0.0,6.542056074766355,5.140186915887851,2.336448598130841,6.074766355140187,1.8691588785046729,7.242990654205608,5.373831775700935,8.644859813084112,3.7383177570093458,6.308411214953271,3.2710280373831777,7.94392523364486,5.841121495327103,6.308411214953271,3.97196261682243,5.841121495327103,1.1682242990654206,1.1682242990654206
b0055,djlA,12,Insoluble,271,30579.036,9.743896675109863,-0.340959409594096,0.0959409594095941,32.29889298892988,11,0.22509225092250923,0.13284132841328414,0.09225092250922509,0.35424354243542433,0.22509225092250923,0.3099630996309963,10.33210332103321,0.7380073800738007,4.059040590405904,5.166051660516605,5.904059040590406,9.96309963099631,2.5830258302583027,4.797047970479705,6.273062730627307,8.118081180811808,5.535055350553505,2.5830258302583027,2.5830258302583027,8.85608856088561,7.011070110701107,3.321033210332103,3.690036900369004,4.797047970479705,1.4760147601476015,2.2140221402214024
b0056,yabP,33,Insoluble,216,24790.5279,9.382551383972167,-0.3208333333333333,0.09722222222222222,37.31435185185185,8,0.23148148148148148,0.13425925925925927,0.09722222222222222,0.3333333333333333,0.27314814814814814,0.40740740740740744,3.7037037037037037,1.3888888888888888,4.62962962962963,5.092592592592593,4.62962962962963,6.481481481481482,0.9259259259259259,4.166666666666667,8.796296296296296,11.574074074074074,4.166666666666667,8.796296296296296,3.7037037037037037,3.240740740740741,4.62962962962963,3.7037037037037037,7.87037037037037,7.407407407407407,2.314814814814815,2.7777777777777777
b0058,rluA,44,Insoluble,219,24860.362,7.8304750442504885,-0.42785388127853885,0.0730593607305936,44.200502283105024,1,0.2420091324200913,0.1232876712328767,0.1187214611872146,0.34703196347031967,0.2511415525114155,0.32876712328767127,9.132420091324201,0.91324200913242,4.566210045662101,7.30593607305936,1.82648401826484,5.0228310502283104,4.109589041095891,3.65296803652968,5.0228310502283104,9.132420091324201,4.109589041095891,2.73972602739726,8.67579908675799,4.109589041095891,7.30593607305936,4.109589041095891,4.566210045662101,8.219178082191782,1.36986301369863,4.109589041095891
b0059,hepA,38,Insoluble,968,109767.74699999999,5.040390968322753,-0.35537190082644626,0.07024793388429752,39.30278925619852,-49,0.2572314049586777,0.10330578512396695,0.15392561983471073,0.3450413223140496,0.25516528925619836,0.34917355371900827,8.78099173553719,0.6198347107438017,6.921487603305785,8.47107438016529,3.822314049586777,5.578512396694215,2.9958677685950414,5.1652892561983474,2.6859504132231407,12.086776859504132,2.479338842975207,4.132231404958677,3.71900826446281,5.8884297520661155,7.644628099173554,5.1652892561983474,4.648760330578512,5.991735537190083,1.2396694214876034,1.962809917355372
b0061,araD,81,Soluble,231,25518.6105,5.728483772277833,-0.2458874458874459,0.08225108225108224,28.247662337662334,-8,0.19913419913419914,0.08225108225108226,0.11688311688311688,0.30303030303030304,0.2554112554112554,0.3722943722943723,9.090909090909092,0.8658008658008658,5.194805194805195,6.4935064935064934,2.5974025974025974,8.225108225108226,4.761904761904762,5.194805194805195,4.761904761904762,6.926406926406926,3.0303030303030303,3.0303030303030303,4.761904761904762,4.761904761904762,3.463203463203463,4.329004329004329,7.792207792207792,9.090909090909092,1.7316017316017316,3.896103896103896
b0062,araA,8,Insoluble,500,56073.3549,6.082420158386229,-0.22060000000000002,0.09,28.301599999999993,-10,0.208,0.094,0.114,0.31,0.26,0.37,8.6,1.4,6.6,4.8,4.6,7.8,4.2,4.8,4.6,9.6,3.4,4.4,3.8,5.2,4.8,3.4,6.6,7.0,2.2,2.2
b0063,araB,30,Insoluble,566,61088.7214,5.231540489196777,-0.016077738515901076,0.07773851590106007,41.888162544169646,-17,0.1784452296819788,0.07420494699646643,0.10424028268551237,0.3215547703180212,0.2756183745583039,0.3339222614840989,13.957597173144876,2.65017667844523,5.30035335689046,5.123674911660777,3.3568904593639575,7.597173144876325,2.2968197879858656,5.477031802120141,2.8268551236749118,8.657243816254416,1.5901060070671378,3.1802120141342756,5.6537102473498235,6.007067137809187,4.593639575971731,5.830388692579505,4.593639575971731,6.890459363957597,2.8268551236749118,1.5901060070671378
b0064,araC,28,Insoluble,292,33383.5087,6.455397605895995,-0.31541095890410964,0.11301369863013698,33.73424657534246,-3,0.2089041095890411,0.09931506849315068,0.1095890410958904,0.2808219178082192,0.2910958904109589,0.3493150684931507,7.191780821917808,1.7123287671232876,4.794520547945205,6.164383561643835,5.821917808219178,7.191780821917808,4.109589041095891,5.47945205479452,2.3972602739726026,10.616438356164384,1.7123287671232876,4.794520547945205,5.821917808219178,5.136986301369863,7.534246575342466,6.506849315068493,2.3972602739726026,5.136986301369863,2.0547945205479454,3.4246575342465753
b0065,yabI,18,Insoluble,254,28243.788999999997,9.906034660339355,0.7838582677165354,0.11811023622047244,40.457913385826764,10,0.12598425196850394,0.08267716535433071,0.04330708661417323,0.35433070866141736,0.23228346456692914,0.4881889763779528,8.26771653543307,1.1811023622047243,2.3622047244094486,1.968503937007874,5.118110236220472,9.448818897637794,3.1496062992125986,7.086614173228346,3.937007874015748,17.716535433070867,3.543307086614173,0.7874015748031497,5.511811023622047,1.5748031496062993,4.330708661417323,5.118110236220472,3.937007874015748,8.26771653543307,5.118110236220472,1.5748031496062993
b0066,thiQ,9,Insoluble,232,24998.8635,9.13428363800049,0.11681034482758618,0.034482758620689655,40.81637931034483,3,0.15948275862068967,0.08620689655172414,0.07327586206896551,0.35775862068965514,0.2801724137931034,0.3620689655172414,9.051724137931034,0.8620689655172413,3.4482758620689653,3.8793103448275863,2.1551724137931036,8.620689655172415,2.586206896551724,4.741379310344827,2.586206896551724,15.517241379310345,4.741379310344827,3.4482758620689653,4.741379310344827,6.0344827586206895,6.0344827586206895,7.758620689655173,6.4655172413793105,6.0344827586206895,0.8620689655172413,0.43103448275862066
b0067,thiP,11,Insoluble,536,59532.459899999994,9.39608974456787,0.7029850746268655,0.10261194029850747,47.38173507462695,12,0.13059701492537312,0.07649253731343283,0.054104477611940295,0.3694029850746268,0.21455223880597016,0.46641791044776115,11.194029850746269,1.8656716417910448,3.171641791044776,2.2388059701492535,4.850746268656716,6.156716417910448,0.746268656716418,5.41044776119403,1.3059701492537314,19.21641791044776,2.985074626865672,1.8656716417910448,5.223880597014926,5.223880597014926,6.343283582089552,5.037313432835821,4.104477611940299,7.649253731343284,3.171641791044776,2.2388059701492535
b0068,tbpA,22,Insoluble,327,36162.95849999999,6.753631782531738,-0.17553516819571868,0.11314984709480122,37.40183486238531,0,0.20795107033639143,0.10397553516819572,0.10397553516819572,0.3761467889908257,0.27217125382262997,0.37920489296636084,11.62079510703364,1.2232415902140672,5.198776758409786,5.198776758409786,4.587155963302752,5.81039755351682,0.6116207951070336,1.2232415902140672,7.951070336391437,11.314984709480122,1.529051987767584,4.892966360856269,6.116207951070336,4.281345565749236,2.4464831804281344,5.198776758409786,5.81039755351682,8.256880733944953,2.7522935779816513,3.9755351681957185
b0069,sgrR,8,Insoluble,551,63974.3712,6.4730745315551745,-0.3243194192377496,0.0998185117967332,48.06390199637035,-6,0.21052631578947367,0.0998185117967332,0.11070780399274047,0.3049001814882033,0.24500907441016334,0.3793103448275862,6.715063520871143,1.2704174228675136,4.900181488203267,6.170598911070781,3.8112522686025407,5.44464609800363,4.3557168784029034,5.807622504537205,2.3593466424682394,13.067150635208712,2.1778584392014517,3.266787658802178,5.081669691470054,6.896551724137931,7.6225045372050815,5.807622504537205,4.718693284936479,4.3557168784029034,3.629764065335753,2.540834845735027
b0071,leuD,93,Soluble,201,22487.205299999998,5.160662269592284,-0.17512437810945275,0.11940298507462685,21.36174129353234,-8,0.21890547263681592,0.08955223880597014,0.12935323383084577,0.3233830845771144,0.2835820895522388,0.3582089552238806,10.945273631840797,0.9950248756218906,7.960199004975125,4.975124378109452,8.457711442786069,6.467661691542289,2.985074626865672,4.975124378109452,5.472636815920398,8.955223880597014,1.9900497512437811,5.472636815920398,4.975124378109452,4.975124378109452,3.482587064676617,3.482587064676617,3.9800995024875623,5.970149253731344,0.9950248756218906,2.487562189054726
